episode,reward,mttd,mttr,fpr,csr,compromised
1,-907.69,7,200,0.0275,0,0
2,-938.57,14,200,0.0281,0,0
3,-102.13,5,200,0.0321,0,1
4,-117.95,8,23,0.0410,1,1
5,-828.42,8,200,0.0243,0,0
6,-783.59,6,200,0.0247,0,0
7,-873.28,13,200,0.0271,0,0
8,-171.48,9,31,0.0405,1,1
9,-935.84,8,200,0.0277,0,0
10,-942.55,8,200,0.0287,0,0
11,-96.97,8,27,0.0225,1,1
12,-59.02,4,21,0.0227,1,2
13,-930.03,7,200,0.0285,0,0
14,-76.56,10,17,0.0294,1,1
15,-113.37,10,40,0.0245,1,1
16,-53.33,8,29,0.0150,1,1
17,-849.02,7,200,0.0271,0,0
18,-935.52,14,200,0.0283,0,0
19,-839.83,5,200,0.0254,0,0
20,-946.40,19,200,0.0281,0,0
21,-889.07,7,200,0.0282,0,0
22,-101.15,8,200,0.0297,0,4
23,-736.11,5,200,0.0222,0,0
24,-132.64,11,39,0.0227,1,1
25,-873.69,4,200,0.0264,0,0
26,-902.63,18,200,0.0286,0,0
27,-87.82,7,33,0.0187,1,1
28,-96.78,14,200,0.0367,0,3
29,-738.19,10,200,0.0233,0,0
30,-837.78,8,200,0.0262,0,0
31,-959.29,10,200,0.0297,0,0
32,-866.50,10,200,0.0254,0,0
33,-78.85,5,26,0.0207,1,1
34,-91.17,6,19,0.0337,1,3
35,-859.19,13,200,0.0255,0,0
36,-151.93,7,40,0.0244,1,1
37,-69.43,12,19,0.0231,1,1
38,-87.77,9,27,0.0258,1,1
39,-110.69,12,27,0.0261,1,1
40,-83.76,9,20,0.0262,1,1
41,-734.88,13,200,0.0234,0,0
42,-169.76,9,38,0.0283,1,1
43,-792.80,9,200,0.0241,0,0
44,-842.10,9,200,0.0269,0,0
45,-131.63,24,25,0.0353,1,1
46,-94.07,11,27,0.0292,1,2
47,-908.43,6,200,0.0274,0,0
48,-919.03,8,200,0.0286,0,0
49,-122.34,16,28,0.0307,1,1
50,-856.89,6,200,0.0266,0,0
51,-56.29,10,25,0.0207,1,2
52,-737.84,4,200,0.0234,0,0
53,-92.28,26,200,0.0147,0,5
54,-47.93,7,200,0.0154,0,4
55,-783.30,6,200,0.0257,0,0
56,-50.44,13,200,0.0125,0,6
57,-73.60,11,200,0.0280,0,7
58,-225.00,9,56,0.0242,1,1
59,-862.11,5,200,0.0267,0,0
60,-184.39,23,44,0.0254,1,1
61,-83.00,8,28,0.0207,1,1
62,-134.91,8,25,0.0360,1,1
63,-115.18,8,28,0.0293,1,1
64,-819.79,6,200,0.0250,0,0
65,-771.25,13,200,0.0243,0,0
66,-65.10,7,39,0.0132,1,1
67,-169.39,24,31,0.0332,1,2
68,-814.22,6,200,0.0234,0,0
69,-734.64,13,200,0.0225,0,0
70,-808.66,5,200,0.0257,0,0
71,-771.45,17,200,0.0253,0,0
72,-739.40,6,200,0.0243,0,0
73,-123.44,10,27,0.0305,1,1
74,-133.45,8,40,0.0273,1,1
75,-93.23,8,21,0.0277,1,1
76,-738.50,10,200,0.0235,0,0
77,-95.73,9,200,0.0250,0,2
78,-119.05,8,43,0.0180,1,1
79,-777.68,8,200,0.0248,0,0
80,-800.66,5,200,0.0261,0,0
81,-58.92,9,13,0.0324,1,2
82,-139.59,8,50,0.0203,1,1
83,-762.64,13,200,0.0240,0,0
84,-678.54,7,200,0.0217,0,0
85,-752.82,5,200,0.0253,0,0
86,-681.10,9,200,0.0213,0,0
87,-752.19,7,200,0.0236,0,0
88,-818.66,6,200,0.0259,0,0
89,-80.94,4,200,0.0247,0,3
90,-50.17,6,20,0.0194,1,1
91,-779.25,5,200,0.0251,0,0
92,-81.16,7,26,0.0207,1,1
93,-840.05,12,200,0.0254,0,0
94,-152.96,10,36,0.0283,1,1
95,-128.81,8,28,0.0290,1,1
96,-641.02,11,200,0.0223,0,0
97,-595.65,8,200,0.0199,0,0
98,-48.38,9,22,0.0186,1,1
99,-156.34,5,42,0.0269,1,1
100,-136.31,7,33,0.0266,1,1
101,-642.57,17,200,0.0213,0,0
102,-687.11,11,200,0.0230,0,0
103,-108.53,14,200,0.0320,0,3
104,-77.28,12,19,0.0262,1,1
105,-766.21,10,200,0.0241,0,0
106,-622.67,14,200,0.0209,0,0
107,-97.94,9,32,0.0241,1,1
108,-586.96,12,200,0.0199,0,0
109,-681.42,13,200,0.0235,0,0
110,-750.22,14,200,0.0253,0,0
111,-625.90,10,200,0.0196,0,0
112,-716.13,4,200,0.0223,0,0
113,-62.90,10,200,0.0208,0,3
114,-61.31,4,200,0.0230,0,5
115,-683.38,15,200,0.0214,0,0
116,-583.10,7,200,0.0184,0,0
117,-743.23,6,200,0.0236,0,0
118,-722.97,4,200,0.0226,0,0
119,-825.06,12,200,0.0251,0,0
120,-125.69,9,200,0.0354,0,1
121,-54.28,18,18,0.0263,1,1
122,-702.76,8,200,0.0226,0,0
123,-96.64,9,24,0.0277,1,1
124,-620.64,20,200,0.0206,0,0
125,-53.15,8,23,0.0195,1,1
126,-86.67,14,200,0.0208,0,2
127,-67.08,5,200,0.0200,0,4
128,-855.80,4,200,0.0275,0,0
129,-621.23,10,200,0.0209,0,0
130,-621.49,7,200,0.0213,0,0
131,-138.91,25,200,0.0273,0,3
132,-640.99,4,200,0.0212,0,0
133,-761.56,8,200,0.0255,0,0
134,-663.50,5,200,0.0217,0,0
135,-729.84,7,200,0.0231,0,0
136,-677.33,7,200,0.0224,0,0
137,-723.73,5,200,0.0234,0,0
138,-114.99,7,25,0.0335,1,1
139,-641.77,11,200,0.0213,0,0
140,-771.62,8,200,0.0242,0,0
141,-649.28,12,200,0.0212,0,0
142,-690.79,11,200,0.0233,0,0
143,-822.92,6,200,0.0263,0,0
144,-723.86,5,200,0.0228,0,0
145,-688.10,8,200,0.0225,0,0
146,-746.23,8,200,0.0250,0,0
147,-655.27,9,200,0.0219,0,0
148,-90.59,9,200,0.0281,0,3
149,-101.77,5,200,0.0219,0,4
150,-601.41,14,200,0.0187,0,0
151,-607.51,13,200,0.0210,0,0
152,-93.81,12,36,0.0200,1,1
153,-710.33,9,200,0.0236,0,0
154,-602.37,4,200,0.0207,0,0
155,-59.38,6,29,0.0162,1,1
156,-66.41,8,200,0.0177,0,5
